,cost,level_1_1,level_1_2,level_1_3,level_2_1,level_2_2,region,is_44,title_vector_0,title_vector_1,title_vector_2,title_vector_3,title_vector_4,title_vector_5,title_vector_6,title_vector_7,title_vector_8,title_vector_9,title_vector_10,title_vector_11,title_vector_12,title_vector_13,title_vector_14,title_vector_15,title_vector_16,title_vector_17,title_vector_18,title_vector_19,supplier_id
93,61500.0,0,0,1,0,1,30,1,0.08029975,0.14616044,0.1795511,0.04231687,-0.23535591,-0.037021328,0.18879256,0.106075406,-0.06150382,-0.14870216,0.10867818,-0.042731814,0.03475607,0.22900963,0.1275639,0.16140163,0.2726519,-0.10894523,-0.33650234,-0.25919423,66
94,1611750.0,1,0,0,0,0,54,1,-0.04387784,-0.10263972,0.08648442,0.014672426,0.0024552192,-0.01705573,-0.000582561,0.30393848,-0.038070038,0.117613,0.23998857,-0.1528639,0.28708714,-0.036028083,0.35376748,0.16744798,0.29468873,-0.13242167,-0.18332279,-0.04211023,120
96,32680.0,0,0,1,1,0,43,1,0.06981603,-0.16336858,0.37199092,0.084302835,-0.3324187,-0.21757655,0.41070327,0.23044868,0.2048579,-0.03222243,0.311599,-0.05482969,0.25579894,0.13216096,0.04745238,0.16536699,0.23353396,0.020176481,-0.13559413,-0.015736215,214
97,1406985.0,1,0,0,0,0,15,1,0.082925305,-0.043227002,0.094095,0.053758983,0.0062176823,-0.05435396,0.009087303,0.17396247,-0.124745294,0.04191757,0.1661044,-0.0909925,0.15871099,-0.043031458,0.1312759,0.13354617,0.1754987,0.07636198,-0.14105074,-0.07197193,61
100,28292666.72,1,0,0,0,0,30,0,-0.15888543,-0.48646614,2.4614704,-0.67494315,1.1445215,-0.3606113,-0.6829594,0.371654,-0.15253161,-0.4973278,0.5703793,-0.38334942,-0.1966929,0.71539474,0.15237187,0.66740584,-0.30546847,-0.78244,-0.3739662,-0.19097167,94
106,1090400.0,1,0,0,0,0,7,1,-0.21750472,0.16354448,0.15823063,0.013268841,0.055233244,-0.055317897,0.14000086,0.26018852,0.1282426,-0.004446333,0.27380925,-0.04805515,0.21027024,-0.05785796,0.36182794,0.027894663,0.4324954,-0.18663418,-0.24783796,-0.050355226,46
113,2353633.33,1,0,0,0,0,10,1,0.06425303,-0.15515146,0.19682805,-0.13905789,0.15168165,-0.51749676,-0.14414752,0.18959413,-0.012648798,0.24062599,0.2747028,-0.4046563,-0.2346418,-0.1820179,-0.29029152,0.045817718,-0.2755955,-0.3418059,-0.42603338,0.5780827,94
116,1498617.55,1,0,0,0,0,26,1,0.025716595,0.058367647,0.19996516,0.13233458,0.033387933,-0.10146864,0.011959826,0.38755423,-0.11167747,-0.10559894,0.3454945,-0.08638582,0.1931705,0.012691922,0.2559502,0.20596595,0.36849052,0.042628486,-0.2704,-0.26175168,99
118,3113483.0,1,0,0,0,0,0,1,0.3336477,-0.012891874,0.40009865,-0.041197497,-0.22365214,0.1215572,-0.052756805,0.1281496,-0.26548478,0.00055032806,0.33659843,0.18684651,0.23962033,0.012077197,0.123081475,0.23189336,0.42595923,-0.036215957,-0.08036118,-0.25068334,24
125,94892.7,1,0,0,0,0,57,1,0.16968876,-0.3472617,0.693963,-0.04137441,-0.046793476,-0.2446656,0.26856783,0.49146953,-0.6819117,0.116810136,0.8385059,-0.28194663,-0.116980545,0.28159973,0.04894044,-0.09271796,0.1409716,-0.18252157,-0.9134098,-0.2790361,159
126,478221.26,0,0,1,0,1,62,1,0.07419736,-0.19797772,0.26984447,-0.25219512,-0.1903787,0.044513196,0.14748412,0.34829614,0.109071516,0.026242185,-0.09889176,0.063595004,0.3924713,0.224715,0.12607521,-0.06401244,0.2759149,-0.099571735,-0.38620937,-0.24206248,132
130,40035.6,0,0,1,0,1,21,1,0.11471873,-0.075740226,0.27695796,0.00534684,-0.14194147,-0.24532832,0.26492774,0.32406276,-0.23924397,-0.046464525,0.21911056,-0.09441673,0.04345735,0.06926005,0.1425243,0.120843634,0.41001958,-0.12883416,-0.25420848,-0.19979753,153
131,19066.4,0,0,1,1,0,2,1,-0.0062798434,0.062043216,0.37004462,0.075433254,0.05811457,-0.3118278,-0.1323566,0.5137681,-0.31184596,0.004002116,0.5125197,-0.18352003,0.06423545,0.09382018,0.27160698,0.27366194,0.45628592,-0.07378172,-0.08838906,-0.33399698,167
140,26766.0,0,0,1,1,1,9,1,-0.3338583,-0.10054766,0.3366677,-0.033045452,-0.05900144,0.051053923,0.1894746,-0.046559516,-0.21688174,0.08163618,-0.003140402,0.098514505,0.013485375,-0.26531476,0.32226387,0.40379193,0.47324273,0.20559552,-0.14287157,-0.33341017,167
150,1420000.0,1,0,0,0,0,17,1,-0.17906283,0.03265101,0.09305802,-0.014116681,-0.1665916,-0.13806595,-0.11411676,0.3095597,-0.22439253,-0.15298955,0.48438808,-0.049618434,0.14510873,0.14152074,0.024215104,-0.103416294,0.39561084,-0.0970188,0.024643034,-0.16497445,136
152,13100.0,0,0,1,0,1,17,1,-0.10082965,-0.08961299,0.0619981,0.122181,0.1484711,0.08321159,0.11236369,0.27246183,-0.18568155,0.03894966,0.1991291,-0.1321687,0.117470615,-0.12616001,0.29137,0.0046186787,0.18235284,0.15933642,0.07991974,-0.19160557,68
155,15800.0,0,0,1,1,0,9,1,-0.37484795,0.065404385,0.05466534,0.1334765,-0.0033852772,0.07668853,-0.43248436,0.15707842,-0.60584545,0.34971628,0.053364564,-0.3004698,-0.05473458,-0.02109415,-0.07929609,-0.13629666,0.14336544,0.19365864,-0.069811136,-0.31459686,195
157,1133500.0,1,0,0,0,0,78,1,-0.1397979,-0.054365695,0.10206875,0.05662953,-0.095325485,-0.08285282,-0.06843631,0.32209,-0.2333061,-0.18438368,0.43236592,0.007905492,0.18607599,0.10651521,0.13176048,-0.09315258,0.34469023,-0.06369298,0.02087869,-0.18882498,143
159,2544000.0,1,0,0,0,0,23,1,-0.27075213,0.06991657,0.1058865,-0.05760465,-0.17231175,-0.13809183,-0.11179147,0.3248634,-0.2310568,-0.21525617,0.5291124,-0.07652144,0.13500549,0.17901877,0.05532987,-0.1798293,0.4643237,-0.06249725,0.07835598,-0.16814826,1
173,200602.18,0,0,1,0,1,46,1,0.02900892,-0.058232136,-0.42143473,0.20933276,0.013322446,-0.21314447,0.1179134,0.11906307,-0.5859904,-0.41648406,0.3180084,0.38900775,-0.1297213,0.22357507,0.18754698,-0.7508531,0.2384636,-0.87848175,-0.22820275,-0.19126609,7
174,2990.0,0,0,1,1,0,63,1,-0.41766578,-0.07536731,0.5484406,0.21532667,0.21869582,0.013409923,0.14887851,-0.22678839,-0.31830648,0.30092448,0.3295884,0.12297811,-0.023212863,0.09347215,0.11069789,0.2057098,0.11214143,-0.1725348,-0.2822919,-0.15301764,222
176,3260000.0,1,0,0,0,0,67,1,-0.4103037,0.028886376,0.77875483,-0.35048223,0.12261867,-0.14039063,-0.038948756,0.4654129,0.13148169,0.31299913,-0.2028426,-0.48007536,0.010768244,0.0053573544,-0.115886405,0.2792086,-0.13308728,-0.19006445,-0.5104221,0.24441922,99
177,1848000.0,1,0,0,0,0,52,1,0.02273312,-0.05712987,0.014529712,0.05635308,0.014682074,-0.057832822,-0.0068944963,0.29089448,-0.032951724,0.04204165,0.3349673,-0.07062735,0.26707065,-0.06578451,0.28022593,0.26216617,0.29465422,0.02828923,-0.14850324,-0.11190716,30
179,193700.0,0,0,1,0,1,5,1,0.06672572,-0.08931841,0.31785667,0.11818191,0.01274947,-0.22968605,-0.029609064,0.1436966,-0.34972033,0.2536842,0.2939404,0.102644145,0.15487938,0.13182546,0.3364979,-0.09419161,0.46400422,-0.19518512,-0.118665755,-0.19206624,144
182,159990.0,0,0,1,0,1,76,1,0.034777515,-0.03292941,0.19574234,0.19290854,0.020580895,0.023180587,-0.2916516,0.20885415,-0.35965008,-0.018434655,0.14945485,-0.06428968,-0.14013188,-0.04254733,0.030642247,-0.1390369,0.027451782,0.1350258,0.22466974,-0.05196879,189
183,2550000.0,1,0,0,0,0,76,1,0.023708222,0.08878182,-0.01695493,0.08258108,0.075663626,-0.07790715,0.012316206,0.2936008,-0.047004044,-0.115006946,0.19986624,-0.061352704,0.23719092,-0.0768436,0.2106826,0.10537947,0.25207344,0.047133256,-0.23390652,-0.066193976,36
184,92500.0,0,1,0,0,0,45,1,-0.11390548,-0.036070492,0.096342124,0.050224695,0.024867076,-0.104363725,-0.0969221,0.21893896,-0.18026169,0.12843668,0.19096139,-0.019900408,0.12034948,0.049124494,0.07962169,0.06946566,0.18855917,-0.030640097,-0.065822914,-0.25784716,173
187,76765.0,0,0,1,1,1,24,1,0.1287719,-0.6257815,0.3530034,-0.3610038,-0.20778702,-0.4891451,-0.27924344,0.65735,-0.8266902,0.081412695,0.36013916,0.4375931,0.5818674,0.39188454,0.55851734,0.19656813,-0.28582525,-0.5597011,0.01913918,-0.87432253,28
198,1848000.0,1,0,0,0,0,52,1,-0.019228175,-0.011965272,0.00075951044,0.10301367,0.07813647,-0.09504139,-0.0097776735,0.31603932,-0.11976646,0.07400718,0.25809544,-0.10518162,0.28238326,-0.05872682,0.2592374,0.12781891,0.25089094,0.011809984,-0.20973904,-0.08122966,30
200,44444.0,0,0,1,0,1,45,1,0.049126353,-0.12435265,0.18780091,-0.05259637,-0.0772338,-0.17502953,0.26915663,0.318836,-0.26205125,-0.013903139,0.22250901,-0.14256348,0.13560458,0.065459885,0.17935325,0.13167404,0.44353816,-0.11377872,-0.15622179,-0.17912664,140
201,113000.0,0,0,1,0,1,67,1,0.1868165,0.34810248,0.36018467,0.021622626,0.3205925,-0.29355565,-0.15117939,0.4308657,-0.3727677,0.03560703,-0.08628424,-0.20212923,0.37474298,0.35101256,-0.11856304,-0.0035007137,0.048332263,-0.19786136,-0.50375277,-0.5565432,92
202,8441.28,0,0,1,1,0,32,1,-0.27257878,0.047976676,0.48496807,0.16101947,-0.05385999,-0.20276338,0.17159438,0.31510866,-0.26123124,0.016020989,0.30914775,-0.08042271,0.11845525,-0.03929681,0.2844785,0.10837193,0.44362563,-0.18226975,-0.1946636,-0.25361934,142
203,1938060.0,1,0,0,0,0,53,1,0.054147433,0.009985329,0.0592185,0.019196965,0.033256292,-0.096755646,0.012046926,0.2413131,-0.026945708,-0.061287098,0.20585577,-0.07239335,0.1747482,-0.03819131,0.20904516,0.09179628,0.19222583,0.04344319,-0.15256129,-0.10561603,10
209,251200.0,0,0,1,0,1,30,1,-0.34574643,0.42085558,0.38964513,-0.20500831,-0.28926623,0.0111882035,0.0900977,0.058362834,0.014073799,0.26786014,0.6222466,-0.293547,0.026435507,0.041414414,0.16454005,0.39544284,0.1427348,0.20239903,-0.20600884,-0.3784255,78
211,48625.0,0,0,1,1,0,30,0,-0.14075544,-0.041498084,0.5588928,0.11940749,-0.2678273,-0.27720135,0.1578344,0.4116569,-0.4118716,0.07879508,0.4377638,0.12492609,0.31361806,0.07607093,0.14429581,0.1796234,0.31488445,0.013310982,-0.19365562,-0.37617776,155
214,84368.0,0,0,1,0,1,9,1,-0.104728185,-0.14473888,0.16476853,0.08825141,0.05836749,-0.0036545373,0.12399646,0.23858686,-0.17623003,0.02032091,0.17872067,-0.0478454,0.03750103,-0.044716433,0.22848603,-0.036597252,0.18694977,0.03284687,0.03804909,-0.14905667,170
215,27516.0,0,0,1,0,1,9,1,-0.04728277,-0.120148264,0.15744318,0.1169839,0.048942197,0.023136934,0.15054862,0.22301131,-0.13350843,0.07009962,0.13773584,-0.035011776,0.08210953,-0.028083129,0.23991401,0.0050467877,0.14341086,0.0055371835,0.04679629,-0.19394629,170
216,1612000.0,1,0,0,0,0,82,1,0.011174067,0.02017503,0.024671024,0.07898022,0.10986744,-0.06931358,0.043918785,0.27774313,-0.09286953,-0.059391465,0.21153606,-0.055272877,0.19675918,-0.025053797,0.1834662,0.08320306,0.19158682,0.0013703296,-0.23548096,-0.029862737,136
218,429449.9,1,0,0,0,0,30,1,-0.09914578,-0.018240541,0.1413201,0.06115817,-0.35675985,0.12617457,0.170699,0.03368711,-0.47384843,0.111904375,0.43542647,-0.04062218,-0.026435034,-0.3042459,0.1324122,-0.18332863,0.34329143,-0.21274441,-0.33346766,0.22520746,81
221,90442.54,0,0,1,0,1,20,1,0.3127908,-0.15084139,0.2608046,-0.09340616,-0.14365683,0.19397049,-0.05458649,0.05916986,-0.20895453,0.24983047,0.16679852,0.10944946,0.20458081,-0.055374883,0.20179166,0.27779365,0.40582103,-0.014945262,-0.084229805,-0.33247125,85
223,26400.0,0,0,1,0,1,28,1,0.038195036,-0.32440278,-0.44215378,-0.6918712,-0.3322201,0.32912394,0.082453705,0.12430833,-0.39482957,-0.22641855,-0.12858209,0.20340824,-0.31549823,0.12674282,0.14580934,0.27228495,-0.23851906,0.5495573,-0.78724533,-0.11732265,132
227,86960.0,0,0,1,1,1,24,1,0.17270663,-0.909672,0.6110762,-0.4656309,0.0023808286,-0.5668694,-0.044822697,0.57998735,-0.57124925,0.0006757966,0.3758387,0.419956,0.49730074,0.2965529,0.5234209,0.26053533,-0.4288235,-0.2823103,0.09771018,-0.88422287,29
229,37900.0,0,0,1,1,0,24,1,-0.8031703,-0.5253363,1.0572968,-0.4759372,0.4336469,-0.18808727,-0.11171686,-0.3058303,-0.37826616,-0.25621307,0.28406456,0.6762459,0.29588515,-0.12036844,-0.18468541,0.4536207,0.4246586,-0.1660529,-0.99220204,-0.15820377,183
234,2179933.33,1,0,0,0,0,0,1,0.0018291665,-0.031072807,-0.016917408,0.018820144,0.22933124,-0.07733637,-0.062523246,0.2657382,-0.030318202,0.050196126,0.29800197,0.16969217,-0.13507748,0.061717056,0.09778236,-0.0073998184,0.25916666,-0.048550434,-0.110724494,-0.22389466,24
235,1650000.0,1,0,0,0,0,37,1,0.04762781,0.021174591,0.06412691,0.07281532,0.05647237,-0.06676505,0.062258556,0.27603656,-0.03871372,-0.045926515,0.2565334,-0.057862565,0.2922292,-0.12313936,0.23136681,0.13283525,0.24535692,0.05001338,-0.21296139,-0.098995574,127
236,2686200.0,1,0,0,0,0,7,1,0.13889807,0.05845444,0.3330633,-0.32801187,0.1044261,-0.31754586,-0.2294154,0.36531332,0.56492436,0.14147353,0.59703124,-0.23304904,0.18653506,0.10372388,-0.31468722,0.196137,0.23407412,-0.18644273,-0.19655558,-0.007976688,46
241,252633.69,0,1,0,0,0,23,1,0.03926304,-0.07055033,0.31601706,0.25501496,-0.110351615,-0.12395408,-0.03586517,0.13506041,-0.33279878,0.2018336,0.13207445,-0.04155954,0.029850755,-0.11978702,0.39335036,0.1471691,0.5327124,-0.08683721,-0.2957851,-0.06934975,209
243,1304666.67,1,0,0,0,0,9,1,-0.064354576,-0.00014384545,0.070341155,0.05186192,0.117215954,-0.080682874,0.074870065,0.26360494,-0.06855583,0.023774173,0.1877827,-0.15309006,0.2730588,-0.08291567,0.2590472,0.10568121,0.22152849,-0.029868439,-0.20144366,-0.024931036,54
254,49750.0,0,0,1,0,1,78,1,-0.036102224,0.0776751,0.24463929,0.064356424,0.045934584,-0.22746724,-0.029079463,0.2955648,-0.45633072,0.08748389,0.26541477,-0.063884616,0.12498899,0.109520465,0.18721457,0.03687284,0.32520366,-0.16844137,-0.09145975,-0.26480702,140
256,260936.34,1,0,0,0,0,31,1,-0.03760055,-0.07313321,0.34250855,0.27209866,-0.049688235,-0.34974802,-0.19325534,0.093607076,-0.25467968,0.14941718,0.23656811,-0.04401076,0.3711394,0.08212194,0.25184143,-0.06918519,0.3466541,-0.27073532,-0.05898235,-0.12216487,81
258,435950.0,0,0,1,0,1,46,1,-0.016033623,0.052511264,0.30313015,0.039719936,0.025090251,-0.09558083,0.08173509,0.19798556,-0.20960265,0.023733994,0.10182796,-0.14739703,0.18577977,0.060900602,-0.008843911,-0.0038428288,0.14372504,-0.15420353,-0.51703113,-0.4549365,7
260,156529.0,0,0,1,0,1,37,0,0.0072895824,-0.011438968,0.30030215,0.11322059,-0.13077964,-0.106014885,0.09031876,0.09964874,-0.26631725,0.060250293,0.22602239,-0.10063836,0.16280672,-0.16546252,0.18829617,0.057045106,0.26696736,0.102696404,-0.1887239,0.015526769,150
261,178142.66,0,0,1,0,1,10,1,-0.036014058,-0.13856512,0.1609913,0.21887578,-0.038166706,-0.22940847,0.07889527,0.018154526,-0.34682012,0.26165292,0.3785958,0.025024604,0.17128545,-0.14050384,0.308682,0.14962785,0.25737178,-0.057887334,-0.023394512,-0.077017486,60
266,1381400.0,1,0,0,0,0,5,1,0.053043794,-0.019134516,0.004136487,0.056663822,0.092181966,-0.12906107,0.033786915,0.25937748,-0.08154678,-0.07000654,0.23581716,-0.089201644,0.25348368,-0.03595226,0.12677985,0.14354649,0.18093675,0.03211982,-0.20872766,-0.08551273,45
267,5967.0,0,0,1,1,0,57,1,0.22144338,-0.086356975,0.5089965,0.14289236,-0.56884724,-0.13656235,-0.07552606,0.11087201,-0.52084017,0.16939276,0.36869338,0.2895842,0.204066,0.3592522,0.33566993,0.18939807,0.6476558,-0.32382566,-0.020964298,-0.51298785,18
269,4312316.56,1,0,0,0,0,15,1,0.032575816,-0.16852319,0.50030756,0.026774144,-0.09179706,-0.18691982,-0.070608854,0.34038877,-0.18646362,0.17847183,0.5090803,-0.08765223,0.2579476,0.04558101,0.40108028,0.28061423,0.5145105,-0.19387603,-0.17051274,-0.4160593,94
271,39990.0,0,0,1,0,1,76,1,-0.12340075,0.13552493,0.1581026,0.041248675,-0.033531822,0.011884852,-0.31145853,0.21885914,-0.41206598,0.20277353,0.30222782,-0.08774534,0.06305735,0.23746878,0.21539879,0.07858367,0.16842507,-0.05490182,0.014905381,0.03299087,189
273,1381250.0,1,0,0,0,0,5,1,0.0008513516,-0.050452325,0.062950686,0.117037125,0.07216692,-0.097721204,0.081139855,0.27774715,-0.10173247,-0.014504823,0.2039987,-0.1456616,0.24092974,-0.038073223,0.17229855,0.017597124,0.15056781,-0.01744685,-0.14346318,-0.06009458,45
278,2296000.0,1,0,0,0,0,9,1,-0.07041731,0.009333425,0.4544248,0.120614305,-0.072548606,-0.14795917,-0.09994894,0.3117813,-0.27948865,0.061281353,0.39745992,-0.07120031,0.13132119,0.10298022,0.2731435,0.13294834,0.34882835,-0.13416633,-0.23699181,-0.4077017,58
280,1800000.0,1,0,0,0,0,33,1,-0.17316318,0.105875626,-0.0038034664,0.013792935,-0.10930878,-0.10896201,-0.12309556,0.4242512,-0.23351705,-0.20787485,0.5473857,-0.055679664,0.1431898,0.2109207,0.05409578,-0.16211396,0.45844814,-0.088503554,0.07804344,-0.1225692,97
286,2895900.0,1,0,0,0,0,19,1,0.061569877,0.077155285,-0.00077733677,0.073066175,0.10188728,-0.048217677,0.020808952,0.270837,-0.034531873,-0.076339826,0.19730872,-0.11035235,0.24547426,-0.094505936,0.21965648,0.103342764,0.23279098,0.036027092,-0.21749642,-0.06429802,43
