,cost,level_1_1,level_1_2,level_1_3,level_2_1,level_2_2,region,is_44,title_vector_0,title_vector_1,title_vector_2,title_vector_3,title_vector_4,title_vector_5,title_vector_6,title_vector_7,title_vector_8,title_vector_9,title_vector_10,title_vector_11,title_vector_12,title_vector_13,title_vector_14,title_vector_15,title_vector_16,title_vector_17,title_vector_18,title_vector_19,supplier_id
3966,2891475.0,1,0,0,0,0,35,1,0.008693123,0.012154095,0.21998997,0.0036636235,0.0068429494,-0.37331006,0.28417253,0.12852325,-0.18841396,-0.0104796225,0.37961644,-0.10473627,0.1492829,0.11833716,0.07920998,-0.038084835,0.43188873,-0.05443318,-0.37506634,-0.40119243,227
3969,283650.0,0,0,1,0,1,51,1,0.08476051,-0.25304925,0.22031239,-0.0407149,0.09136207,0.28926504,-0.06067193,-0.0104606375,0.1140724,0.5988367,0.2558488,0.029125711,0.06973469,-0.09592376,0.10444681,0.3820652,0.55899465,0.1851725,0.043458097,-0.22778666,177
3970,179176.63,0,0,1,0,1,76,1,0.19102073,-0.11134757,0.26078632,0.01028556,-0.1696253,0.18817727,0.07596597,0.040070552,-0.21133249,0.061857898,0.22456281,0.17994997,0.18927616,-0.106564604,0.23945826,0.17008741,0.39154503,0.019064708,-0.007437367,-0.2939197,225
3971,1826200.44,1,0,0,0,0,30,1,-0.18722717,0.055822168,0.071400374,-0.017297376,-0.15362224,-0.06906645,-0.11842621,0.31818423,-0.16690567,-0.1358995,0.43490884,-0.06987071,0.18953057,0.15438917,0.08092636,-0.10712374,0.38916618,-0.08762526,0.0006229785,-0.12806965,61
3973,181365.3,0,1,0,0,0,21,1,0.053608682,0.18411101,0.35186827,0.39984298,-0.103996314,-0.23595083,0.01302917,0.123147205,-0.3580836,0.0042654215,0.14943542,0.026103426,-0.11479381,-0.06190167,0.25256935,0.17540978,0.43183953,-0.12320653,-0.369806,-0.090124,15
3974,21901.08,0,0,1,0,1,20,1,0.07317083,0.14010093,0.16889858,0.19784984,-0.14986946,-0.00029773626,0.0066906568,0.21161222,-0.085004665,-0.034451462,0.505787,-0.074248426,-0.012484942,0.18863764,0.0824658,0.0581185,0.47503614,-0.1702279,-0.25705338,-0.24233322,109
3985,10334.0,0,0,1,0,1,9,0,-0.1652991,-0.13933897,0.47698015,0.0939125,0.017222181,0.05787658,0.15112841,0.33740884,-0.3913123,0.24797632,0.22058138,0.0711022,0.16968481,-0.002239562,0.12482171,-0.181067,0.13570966,0.09602786,-0.032992564,-0.090023436,167
3986,599529.0,0,0,1,0,1,9,0,0.42545658,-0.30629578,0.034771346,0.11255984,-0.20538715,0.2371719,-0.22709738,0.108681366,-0.22245489,0.20448662,0.17992263,0.03733883,-0.15838629,-0.09016278,0.1665241,-0.42762318,0.34244478,-0.38967445,-0.084569685,-0.2967581,56
3987,1500000.0,1,0,0,0,0,7,1,-0.04990227,-0.13824493,0.016794173,0.26995248,0.008524459,-0.2308826,0.014064973,0.48099214,-0.22634417,-0.04136872,0.22461404,-0.30521834,0.19635032,-0.014654851,0.32768074,0.2286998,0.4102879,0.07413149,-0.30070618,-0.07426205,137
3989,965000.0,1,0,0,0,0,39,1,-0.044549946,-0.017259594,0.023444135,0.22488841,0.023675287,-0.1542079,0.11231487,0.3639212,-0.2402933,-0.15179512,0.23514415,0.0032422862,0.2508065,-0.0716544,0.17940952,0.00587785,0.1980207,-0.06812264,-0.22738186,-0.244935,61
3990,1531954.0,1,0,0,0,0,26,1,-0.023551967,0.16436319,0.099325635,-0.04019346,0.3063758,0.080562346,0.049404062,0.10118481,0.2663128,0.17485784,0.11180338,0.023569576,0.0519402,0.26318476,-0.020265793,0.111263454,0.40090156,0.06986115,-0.25544134,0.18069285,44
3992,1316000.0,1,0,0,0,0,23,1,0.11047579,0.21302155,0.18485525,0.18932535,0.25891498,-0.15962993,-0.0028063706,0.34316882,0.014113467,-0.22504732,0.08002891,0.068955734,0.1742962,-0.12743185,-0.07466851,-0.30302975,0.23947276,-0.26334044,-0.09626865,0.014995802,61
3994,41074.55,0,0,1,0,1,51,1,0.058433514,-0.120041944,0.1474824,0.056287546,-0.061797146,-0.15724985,-0.01786579,0.15693288,-0.08091998,-0.025123386,0.21211626,-0.015400706,0.07609706,-0.084062554,0.13105899,0.032155477,0.09557015,-0.030192856,-0.061696913,-0.102584265,221
3999,2936779.99,1,0,0,0,0,9,1,0.002925193,-0.032472465,0.40686354,0.0044858563,-0.09383196,-0.23188874,-0.003909202,0.31990206,-0.25732648,0.08209703,0.37434763,-0.06911572,0.1819302,0.07369967,0.26260197,0.16277497,0.27806047,-0.085213795,-0.2617457,-0.31690127,54
4000,254373.72,0,0,1,0,1,42,1,-0.026303038,-0.07013688,0.26422969,-0.0076956404,0.11254088,0.07873502,0.044259917,0.2341164,-0.09057171,0.12105514,0.06987669,0.014253121,0.20053191,-0.020075047,0.16527446,-0.06861933,0.20515437,-0.017018097,-0.16287424,-0.23538764,87
4002,1510000.0,1,0,0,0,0,41,1,0.14935039,0.052427087,0.36528963,0.11389304,0.1388385,-0.5900067,0.04418829,0.4276118,-0.34292716,0.09558858,0.3275053,-0.13114946,0.11531529,-0.11248229,-0.014897174,0.34788585,0.26047224,-0.03956595,-0.3283557,-0.059990235,36
4004,1426000.0,1,0,0,0,0,61,1,0.06162238,-0.010154093,0.09088543,0.08952261,0.061406888,-0.0614497,0.03244305,0.25582838,-0.09574952,0.006674658,0.19123583,-0.13620347,0.2158344,0.024618879,0.15171528,0.14408168,0.19774207,0.03524725,-0.18269001,-0.088600606,137
4010,1473800.0,1,0,0,0,0,9,1,-0.06543711,-0.01661241,0.35233656,0.06544099,-0.06750316,-0.1854368,-0.11352909,0.2853971,-0.19137718,0.09188723,0.32256576,-0.05962159,0.16305918,0.053950362,0.24099779,0.09210087,0.29580936,-0.11145316,-0.23022999,-0.33364072,54
4011,985000.0,1,0,0,0,0,10,1,-0.03972582,0.040456466,0.03473307,0.04956483,0.10109328,-0.14852792,0.047935557,0.3328738,-0.086302325,-0.09217587,0.22797257,-0.09940755,0.30534115,-0.07402242,0.1797089,0.053330146,0.20402561,-0.062863246,-0.2651504,-0.034112558,137
4012,1212500.0,1,0,0,0,0,39,1,0.25983995,-0.28425288,0.26606828,-0.103069864,-0.20595099,0.2574057,-0.020584874,0.08068853,-0.368314,0.12396609,0.27801725,-0.058652528,0.32132402,-0.06709012,0.19510864,0.22976498,0.53546745,0.09226839,0.06321997,-0.15021144,111
4013,965000.0,1,0,0,0,0,23,1,-0.18396865,0.08405427,0.032494847,0.043111976,-0.10903167,-0.12397974,-0.18400648,0.35678622,-0.25257772,-0.17702328,0.52089685,-0.048617993,0.16836908,0.14535841,0.0036892467,-0.13382353,0.4312072,-0.089107364,0.019123634,-0.18198623,67
4014,5790900.0,1,0,0,0,0,62,1,0.010607115,-0.08008743,0.3102235,-0.11504228,-0.063502945,0.06727001,-0.10034998,0.19950691,0.03472477,0.29197413,0.12386928,-0.17751418,0.30590397,0.054158445,0.11651509,0.08201939,0.26921093,-0.16593166,-0.2456747,-0.14832471,126
4019,1430889.0,1,0,0,0,0,27,1,-0.20507284,0.0032875312,0.08422585,0.07275867,-0.09755555,-0.1656989,-0.11017932,0.292909,-0.26743338,-0.18951766,0.37571257,-0.034376964,0.104410104,0.049699366,0.077653825,-0.11229764,0.40731448,-0.14326711,0.04369533,-0.16596138,162
4021,704985.68,0,0,1,0,1,63,1,-0.23671922,-0.27274522,0.5909248,0.45218295,0.0068372716,-0.25901967,0.042224597,0.10849878,-0.4150666,0.24010208,0.9593914,-0.19275402,0.3958529,-0.1276421,0.35895067,0.22151381,0.5489339,-0.39249256,0.009002185,-0.2345419,168
4022,1475800.0,1,0,0,0,0,61,1,0.052130315,0.05040853,0.2717708,0.094303474,0.0074795336,-0.46574864,-0.022999242,0.40888733,-0.32023573,0.14574912,0.25030696,-0.12929085,0.19487338,-0.0044865175,0.026441662,0.22946851,0.090879075,0.104324274,-0.39303827,0.07796477,118
4026,66000.0,0,0,1,0,1,10,1,-0.09808249,-0.11797912,0.29817143,0.047458038,0.038173355,0.10644256,0.06817477,0.2348986,-0.10506529,0.07334782,0.15460818,-0.037355743,0.1488665,-0.084619276,0.21009554,-0.13094366,0.20002124,0.022685077,0.033032008,-0.18682662,211
4028,1548000.0,1,0,0,0,0,20,1,-0.1759582,-0.16045624,0.30750224,-0.0016448016,-0.039275743,-0.06426925,-0.13927789,0.34936276,-0.21145302,0.19827034,0.33856896,-0.20544931,0.19097793,-0.16076575,0.12200738,0.47563455,0.3853759,-0.025529614,-0.19807605,-0.29232067,197
4029,29484.62,0,0,1,1,0,51,1,0.113644995,-0.11886608,0.18161194,0.05666073,-0.07039499,-0.21886201,-0.0693709,0.116171256,-0.16995712,0.010977037,0.23592544,0.002432324,-0.024505977,0.003768052,0.095712624,-0.0018712599,0.11202529,-0.023801185,0.0018998061,-0.1773697,92
4031,485577.04,0,0,1,1,1,76,1,0.068049036,0.046831504,0.46002722,-0.010586577,-0.1507185,-0.056142308,-0.36199975,-0.54595196,-0.17108297,0.07572536,0.18806162,0.37562242,0.36656794,-0.19172326,-0.035276957,-0.2031241,-0.014791838,0.013640691,-0.13691881,-0.39873323,39
4033,82049.5,0,0,1,0,1,57,1,0.13326812,-0.14748101,0.1972997,0.2459577,-0.30687648,0.036013614,-0.046808004,0.43643275,-0.25412706,0.20723744,0.46018723,0.077821545,-0.42632934,0.1381011,0.16096674,0.038191035,-0.2863051,0.037611227,-0.13848417,0.34302577,211
4041,1531085.66,1,0,0,0,0,23,1,-0.26358458,0.044319887,-0.1446244,-0.10876936,-0.08200588,-0.10601046,-0.1116237,0.040109955,-0.27348614,-0.19976112,0.21069014,0.19491212,-0.102659576,0.24034342,0.16285677,-0.19443236,0.39443403,-0.018884588,-0.008106459,-0.11155154,67
4042,1212500.0,1,0,0,0,0,39,1,0.2591225,-0.17068893,0.32898706,-0.028609354,-0.12324224,0.08593243,-0.08527092,0.14555946,-0.4286434,-0.02238221,0.31919265,0.07649921,0.26052785,0.05464724,0.105698295,0.23225933,0.45780385,0.050082523,0.021267703,-0.32886288,111
4043,8030.0,0,0,1,1,0,61,1,-0.101872794,-0.018064413,0.03767557,0.31466284,0.02479331,0.114386305,-0.15186262,0.20381343,-0.26779673,-0.09971632,-0.09674665,0.34119824,0.32312948,0.14658101,0.041372072,-0.0149898585,0.0179589,-0.21418415,-0.2420207,-0.26128754,202
4052,577500.0,0,0,1,0,1,76,1,-0.27436888,0.49614498,0.3319159,-0.2211512,0.21601163,0.16440298,-0.007558102,0.19085579,-0.3027722,0.16562076,0.57730025,-0.20792864,0.4318572,-0.6645523,-0.2632407,0.23404165,0.00169279,0.14413172,0.11564867,-0.38250324,205
4053,985000.0,1,0,0,0,0,10,1,0.060451485,0.08304811,-0.026358044,0.06427516,0.11832172,-0.05466677,-0.00547852,0.28323478,-0.010616409,-0.061549325,0.20437059,-0.07204246,0.24430387,-0.08931054,0.19301671,0.13489881,0.30938944,0.060442135,-0.30126095,-0.09471035,137
4054,487000.0,1,0,0,0,0,14,1,0.032557055,0.4862413,0.51482403,0.02405119,0.020266885,-0.12423959,-0.13633451,0.5933065,-0.5504716,0.0354269,0.04282189,-0.0960739,0.53193074,-0.25497755,0.08914733,0.1725718,0.33524725,0.091695555,-0.43240055,-0.14002082,147
4055,925801.5,1,0,0,0,0,9,1,0.07712654,-0.025669592,0.04019013,0.05570246,-0.0066516763,-0.07501262,-0.011942686,0.16884358,-0.10228996,-0.08070646,0.18595558,-0.10174683,0.21970393,-0.11575789,0.1269804,0.1903761,0.16288258,0.11141807,-0.19024871,-0.16067927,54
4057,1464000.0,1,0,0,0,0,13,1,-0.25419188,0.0027319165,0.15894547,-0.10555681,0.13711336,-0.07449086,0.04199589,0.18664046,-0.060824364,0.04530393,0.11835956,-0.04277545,0.105172135,-0.036374558,0.026295425,0.057679772,0.20976086,-0.15262426,-0.17542462,-0.09832333,64
4058,55535.83,0,0,1,0,1,63,1,-0.08167765,-0.052013762,0.41834098,0.09840871,-0.0042939475,-0.33193678,-0.12521207,0.27300957,-0.21536192,0.07771305,0.48341462,-0.19516204,0.3013757,0.19634253,0.15990816,0.22032177,0.47720608,-0.24270101,-0.3068297,-0.18282807,165
4071,20600.0,0,0,1,0,1,9,1,-0.14481793,0.10587142,0.2099178,0.26167125,0.05942423,-0.021511123,-0.2697827,0.3734893,-0.5503702,0.17496918,0.2509384,-0.12964737,0.008071796,0.07052796,0.10609186,0.024848532,0.4740062,0.034247547,0.007916963,-0.22720654,194
4072,34900.0,0,0,1,0,1,9,1,-0.09021592,-0.07063593,0.3916246,-0.2623149,-0.19553944,-0.223193,0.014666935,0.37143767,-0.37317464,-0.054074965,0.27833134,-0.114333905,0.06788828,-0.0019541134,0.5836173,0.19699037,0.04426457,-0.0690751,-0.11102041,-0.3708099,57
4076,212372.0,0,0,1,0,1,30,0,-0.05850858,-0.029242666,-0.19263044,0.11108164,-0.35362646,-0.20959836,-0.44679895,-0.2948239,-0.38014668,-0.15921742,-0.44987643,-0.3128572,0.1935141,0.3306141,-0.11826506,0.4177959,-0.07849931,0.16513273,0.06726165,0.2462268,155
4081,350000.0,1,0,0,0,0,30,1,0.006824305,0.061991613,0.3496102,0.11297917,0.12288011,-0.32330194,0.10111935,0.31419486,-0.20654982,0.07096325,0.35520992,0.059876405,0.056928717,0.072949454,0.16373163,0.16401486,0.46212107,-0.0829155,-0.13565399,-0.3782766,89
4084,319770.0,0,0,1,0,1,37,0,0.019858407,-0.02222503,0.16348922,0.08231451,-0.032136727,-0.13974373,0.08472998,0.19247897,-0.26064682,0.14304757,0.19726065,-0.08174577,0.1534467,-0.20175198,0.16315639,0.10772996,0.25706616,0.02977791,-0.1556073,-0.04191697,166
4086,19030.0,0,0,1,0,1,9,1,-0.16331986,0.031901088,0.25042394,-0.026804514,0.08409715,0.01591039,-0.20738138,0.054510422,-0.24622597,0.20316523,0.35999632,-0.10080014,0.15776673,-0.1615661,-0.04586808,0.19848652,0.21549092,-0.10017512,-0.069310844,-0.1632022,194
4091,390300.0,0,0,1,0,1,30,1,0.048334476,-0.019944016,0.20016329,0.022622744,-0.2049518,-0.06870608,0.06601142,0.07200056,-0.10432823,0.031603955,0.34745276,-0.07416445,0.13335189,0.096959166,0.18712331,0.1289541,0.20595038,-0.036143254,-0.23446476,-0.31596488,152
4092,84300.0,0,0,1,0,1,30,1,-0.052455887,0.062537,0.21840134,0.054566525,-0.094414406,-0.06650447,0.00814397,0.15418409,-0.17137417,-0.01037275,0.3577928,-0.14094476,0.16526265,0.07670535,0.17511472,0.1265195,0.22104727,-0.031055894,-0.2346405,-0.26425302,152
4093,48600.0,0,0,1,0,1,30,1,0.12085864,0.042913955,0.15603046,0.040825527,-0.27188256,-0.034780227,0.0693535,0.014861524,-0.026371665,0.06959703,0.33379057,-0.01643848,0.14145295,0.13577569,0.13964708,0.10567673,0.13602974,0.009843722,-0.18129532,-0.2976538,152
4095,278400.0,0,0,1,0,1,30,1,0.055317845,0.045114323,0.18726678,0.09494807,-0.15113647,0.012349268,0.07423536,0.104358435,-0.20112966,0.05215428,0.2645165,-0.08866384,0.19106245,0.03405168,0.18051668,0.024713337,0.2539756,-0.007556995,-0.2653675,-0.2541529,152
4099,1485000.0,1,0,0,0,0,63,1,0.09703886,-0.107858546,-0.09280819,-0.14232221,-0.05590537,-0.18905468,0.041428443,0.12252029,-0.22209911,-0.29765397,0.20478234,-0.034813065,0.59536177,-0.15735681,0.29015657,0.087912254,0.49425173,-0.33878765,-0.38695088,-0.10022897,163
4102,1529160.41,1,0,0,0,0,60,1,-0.2669789,0.050941717,0.10031288,-0.004966685,-0.1614426,-0.087607004,-0.10022464,0.3038532,-0.26744884,-0.1963538,0.50138813,-0.11492305,0.18362498,0.116061024,0.05383739,-0.1243138,0.51625144,-0.066025995,0.07558952,-0.14668012,0
4106,36679.0,0,0,1,0,1,9,0,-0.13678943,0.02731002,0.55587584,0.170257,-0.091076404,0.020929717,0.016951837,0.21837519,-0.3633098,0.31812087,0.16754152,0.047870144,0.34411234,0.11642749,0.22520573,-0.028073434,0.23997661,-0.0742959,-0.11082306,-0.1579029,167
4108,35000.0,0,0,1,0,1,9,1,-0.01535004,0.012729379,0.23151378,-0.11501807,-0.34559378,-0.21966173,-0.17315395,0.25057578,-0.32825416,0.049822334,0.28972816,0.11361771,-0.030862287,0.17098276,0.18290764,0.25751364,0.16008958,-0.19989306,0.07662982,-0.26723796,167
4110,1530700.0,1,0,0,0,0,78,1,0.1384674,0.06254859,0.12238609,0.11257062,0.1733909,-0.34886238,0.2176265,0.26319477,-0.0005513979,-0.052950125,0.26384127,-0.14118461,0.24981506,-0.1509216,0.17239803,0.2060755,0.3014198,0.018523676,-0.15287761,-0.15154438,80
4111,983025.45,0,0,1,0,1,68,1,0.06674678,-0.093334876,0.17135428,0.18355146,0.12551196,-0.17765747,0.2745394,0.32747152,-0.24744126,-0.14883865,0.23098674,0.17837389,0.04339278,0.29134956,0.5196365,-0.056841757,0.41476995,0.043703113,-0.11220665,-0.21979728,185
4112,1564480.0,1,0,0,0,0,62,0,0.10807936,-0.5848262,0.1694096,-0.29008776,0.11489355,-0.088353686,-0.27266592,0.016512781,-0.38483945,-0.08658086,-0.05468955,-0.23105915,0.26518688,0.20863996,0.054487173,0.27752778,0.059389118,-0.12182797,-0.38757157,0.10893171,126
4115,234591.0,0,0,1,1,1,9,1,-0.0319769,-0.19509988,0.24914518,0.065599844,-0.08823077,-0.039612032,0.2818803,0.3073313,-0.083587155,-0.035379108,0.23050097,-0.004868894,0.2197216,-0.053502064,0.22838578,0.02006386,0.1840725,0.16243848,-0.102943406,-0.18319084,194
4116,16555.0,0,0,1,0,1,9,0,-0.02796703,0.07758671,0.11328251,0.31051102,-0.047645833,-0.05435762,-0.106463246,0.28733906,-0.45265216,0.36895716,0.44970897,-0.082628585,-0.046398506,0.099786855,0.21427846,0.061600443,0.17011541,0.31922856,-0.28195938,-0.24908741,52
4125,1406000.0,1,0,0,0,0,47,1,-0.067328624,-0.026301714,0.2643605,0.14191201,0.09531418,-0.28660196,0.10848081,0.7276361,0.021271681,-0.32009378,0.09806701,-0.22660987,0.103329584,-0.045525286,0.78312665,-0.0011025763,0.20608649,-0.30757895,-0.40376204,0.098441266,8
4129,869175.0,1,0,0,0,0,25,1,-0.09660086,-0.16940492,0.34084675,0.06600969,-0.17247327,-0.06581368,-0.07854458,0.17536825,-0.51233983,0.035814706,0.19258551,0.09372064,0.15632851,0.13418773,0.079415455,0.22930703,0.3972028,0.13516058,-0.08995101,-0.36494565,80
4134,2480000.0,1,0,0,0,0,23,1,-0.0048724064,0.024764583,0.06820703,0.089493155,0.0671672,-0.06815284,0.07322123,0.29354867,-0.09428858,-0.07699517,0.20263995,-0.07485564,0.2227245,-0.06300791,0.22380157,0.035136055,0.17882423,-0.043109324,-0.22573563,-0.04076333,0
4138,1240000.0,1,0,0,0,0,23,1,0.044750556,0.010224287,0.080607995,0.057552755,0.08452006,-0.07627107,0.014746072,0.22992891,-0.02346825,-0.054684386,0.21424854,-0.092439264,0.19413526,-0.1259035,0.24259621,0.12618539,0.21624504,0.04619931,-0.2444283,-0.07978271,0
4140,23200.0,0,0,1,1,1,0,1,-0.13870518,-0.123003595,0.14820178,0.07274553,-0.012080013,-0.085369274,0.011938154,0.21519919,-0.22960632,-0.0033687684,0.21494572,0.014378113,0.13605309,-0.07618146,0.21793032,0.005270607,0.27033833,0.06668252,-0.064977154,-0.30878028,25
4141,1144100.0,1,0,0,0,0,70,1,0.2532042,-0.16552761,0.31060407,-0.10173493,-0.14665285,0.07311112,-0.015093403,0.08276171,-0.20701188,0.1103846,0.2658623,0.06521906,0.26261672,-0.046562117,0.16952105,0.24077205,0.33456737,-0.08990387,-0.09202801,-0.2407065,61
4142,239816.0,0,0,1,0,1,9,0,-0.121967286,-0.0296201,0.4052719,0.01003682,0.1345017,-0.14872578,0.06351002,0.3386947,0.0656627,0.030419555,0.040545437,-0.012849422,-0.16976312,0.14663132,0.5436822,0.19733955,0.1976077,-0.20845962,-0.11774541,-0.020704614,193
4144,17000.0,0,0,1,0,1,9,0,-0.13408802,-0.03130198,0.56406707,-0.09294816,0.03782239,-0.10815716,0.009418486,0.47031432,-0.13088664,0.07077334,0.1287352,-0.27736735,-0.08500976,0.1648205,0.6902068,0.24811445,0.28657824,-0.38856432,-0.16688658,-0.085916914,167
4146,944598.35,1,0,0,0,0,53,1,0.24411485,0.10230678,0.3558818,0.046562564,-0.14151756,-0.05158247,-0.054719422,0.20221187,-0.27865246,-0.10514857,0.3475074,0.19025168,0.1817883,0.02433336,0.14498544,0.13340153,0.32224655,-0.10583112,-0.15301712,-0.33108136,10
4155,36083.0,0,0,1,1,1,39,1,0.011495828,-0.026838949,0.19114634,0.08528246,-0.0049443995,-0.036292914,0.26911435,0.2465677,-0.14479914,-0.1298543,0.36437717,-0.049706195,0.072665334,0.20814042,0.60547376,0.013779596,0.119491465,0.21290562,-0.16568436,-0.25164604,92
4157,19590.0,0,1,0,0,0,45,1,0.2057613,-0.25119424,0.20098315,0.46247286,-0.41754472,-0.34217966,-0.22433253,0.10562165,-0.38058323,0.09220765,-0.26373094,-0.335451,-0.08406466,-0.2608282,0.3109528,0.115787186,0.9093132,-0.07785314,-0.2324749,-0.16800809,173
4169,1891546.0,1,0,0,0,0,64,1,-0.042653047,0.015707163,-0.015696252,0.13446611,0.0430733,-0.22128068,0.09445186,0.32066694,-0.20952569,-0.18864185,0.14728968,0.053364705,0.2097637,0.07857422,-0.058769684,-0.10000587,0.27789232,-0.14761032,-0.23789668,-0.18342692,67
4172,2924000.0,1,0,0,0,0,6,1,0.2043683,-0.09711736,0.3778022,-0.03488664,-0.1422287,0.29450864,-0.03937614,0.0945903,-0.16162181,0.03784223,0.32543293,0.036576968,0.2347336,-0.026419848,0.16163714,0.4354298,0.36528066,0.14079902,-0.18086392,-0.16262539,44
4173,1079150.0,1,0,0,0,0,60,1,0.05882716,0.06447335,-0.18807691,-0.11918005,-0.45165643,-0.27242106,0.010056773,0.1568463,-0.36121452,0.50115913,0.40902704,0.0070511336,0.35594782,-0.2209029,0.30315125,0.32741153,0.60174334,-0.41633996,0.1954714,-0.13395973,67
4174,1328000.0,1,0,0,0,0,10,1,0.08646334,-0.04737073,0.048003312,0.05211154,0.007714351,-0.04178537,0.036825426,0.14064819,-0.03624896,-0.027090957,0.14060156,-0.050035186,0.18462893,-0.088766456,0.11697125,0.081397355,0.09036811,0.024359189,-0.14460224,-0.08081147,137
4175,16523.0,0,0,1,0,1,51,1,-0.19539216,-0.22091807,0.36693484,-0.014378515,0.10327352,0.32687002,0.126141,0.26851663,-0.18168257,0.15932146,0.22642154,-0.16013831,0.07045217,-0.009527862,0.2914716,0.20577966,0.3694947,0.2154807,0.10179735,-0.0914089,177
4177,33550.0,0,0,1,1,1,76,1,0.100028686,0.098431155,0.4580171,-0.17709464,0.002213103,-0.4444628,0.067206934,0.5020249,-0.31099495,0.16900311,-0.13283573,-0.11499493,0.5293644,0.25542185,-0.21520911,-0.16807686,-0.31037977,0.29386586,-0.61427844,-0.048095107,39
4180,18322.81,0,0,1,0,1,10,1,-0.045364246,0.01898493,0.10303201,0.13131651,0.070263945,-0.26923546,-0.2309374,0.12156611,-0.16993955,-0.009728149,0.14276697,-0.0033259327,0.16595194,0.11854134,-0.08505414,0.016638363,0.2436901,0.0049904594,-0.29811424,-0.62126625,83
4181,1867792.0,1,0,0,0,0,17,1,0.024976896,0.021519843,0.28174195,-0.068488136,0.010696829,-0.27792904,0.20199901,0.06694856,-0.19281702,0.10559437,0.37985387,-0.24445416,0.1166421,0.08814187,0.070228435,0.09607213,0.40557992,-0.13004047,-0.33701506,-0.36846265,67
4197,161702.59,0,0,1,1,0,9,1,-0.20811354,-0.12954746,0.42804056,0.023552245,-0.1013008,-0.11569007,0.062353775,0.27311468,-0.24569204,0.4010964,0.28908226,0.025962224,0.22795674,0.20136282,0.23768972,-0.016284864,0.3605413,-0.22550042,-0.077694595,0.0070183645,56
4198,26850.0,0,0,1,0,1,9,1,-0.087165765,0.12295222,0.28006902,-0.025316982,0.14460823,0.09859411,-0.16294272,0.112273104,-0.29976887,0.15272006,0.2096051,-0.13972093,0.110302866,-0.033239447,0.021865228,0.16958602,0.2364021,-0.11539194,0.00297368,-0.13513221,194
4200,23801.0,0,0,1,1,0,9,0,0.06587501,-0.06356559,0.22177866,0.24965653,0.13489798,-0.025206678,-0.17019844,0.16274317,-0.28553975,0.031245507,0.393704,-0.057150546,0.24154967,-0.29501295,0.23384012,0.043379776,0.28226367,-0.22061631,-0.10731792,-0.18681483,167
4201,1646320.0,1,0,0,0,0,14,1,-0.01879388,-0.12869565,0.025814261,0.11669455,0.047842726,-0.043108758,0.031188231,0.31864005,-0.10323216,0.1054448,0.12826478,-0.13426618,0.28911832,-0.06394471,0.29482085,0.09488199,0.30396578,-0.09712702,-0.19580196,-0.08505277,105
4202,48600.0,1,0,0,0,0,33,1,-0.053119175,0.010434082,0.33213922,0.09895533,-0.027905839,-0.17291462,-0.10152612,0.23801297,-0.30570176,-0.056829017,0.33241323,0.006555384,0.07403683,0.09664618,0.1869687,0.15078847,0.2767456,-0.1869502,-0.17017321,-0.28036472,159
4205,9040.0,0,0,1,0,1,24,1,0.07329539,-0.029903447,0.15797888,0.24469016,0.0965134,-0.1042264,0.066935845,0.28893206,-0.19749531,-0.11500052,0.36344442,0.07507712,0.2505902,0.0785484,0.3491016,-0.10487976,0.45953557,-0.053448956,0.08238376,-0.23217243,183
4208,1006000.0,1,0,0,0,0,45,1,-0.0045246296,0.0412754,0.00032696786,0.09719592,0.061719023,-0.12537192,-0.056754973,0.33977327,-0.092177935,-0.014685562,0.28237823,-0.11973345,0.24003212,-0.10817741,0.32443285,0.15645322,0.2701304,-0.056637075,-0.27176312,-0.07881388,3
4210,603.0,0,0,1,0,1,39,1,-0.0019364402,-0.052816417,0.11525098,0.21177605,0.106717296,0.007626175,0.01505648,0.397918,-0.19201683,-0.053762313,0.007941261,0.20774752,0.32192683,0.21633646,0.41221288,-0.08496983,0.23967642,0.015816655,-0.111872554,-0.32450742,86
4211,63500.0,0,0,1,1,1,9,1,0.0971389,-0.2518404,0.16761024,0.053429678,-0.018174881,0.0039107567,0.011270267,0.22022492,-0.22923097,0.029126031,0.19112442,0.0042586448,0.029754907,-0.026686694,0.24795766,-0.02262007,0.2530868,0.072016865,0.16514188,-0.0994221,53
4212,48110.0,0,0,1,0,1,51,1,0.0113341445,0.18149306,0.11134184,0.27971622,-0.12828639,-0.13181286,0.0012097599,0.35321397,-0.38074586,-0.19435468,0.6311301,0.15159462,-0.110207394,0.21656515,0.4672414,-0.14320688,0.18517062,-0.004369559,-0.42631516,-0.41605875,177
4226,16007.0,0,0,1,0,1,7,1,-0.06656538,0.5077423,0.11831253,0.45522314,0.47817448,-0.2613095,-0.31711355,0.32623583,-0.28636292,-0.1324278,0.18047915,-0.054108195,0.44998398,-0.05991693,0.17051807,-0.057077885,-0.11460998,0.38398924,-0.08847488,-0.743955,47
4227,29645.0,0,0,1,1,1,35,1,-0.09461719,0.17062062,0.23614031,0.34384793,-0.3990198,0.18978763,0.05549494,0.01916121,-0.30126542,0.101021126,0.15376203,-0.025681958,0.038027313,0.07445027,0.18202715,0.106741406,-0.013276113,0.07377473,-0.15139958,-0.2326929,101
4228,9588.0,0,0,1,0,1,51,1,0.6106509,-0.034335807,-0.0805308,-0.31707463,-0.44509214,0.0937097,0.7730269,0.36130837,0.059796244,-0.16644727,-0.37099692,0.37723672,0.09229275,0.29551142,-0.03769375,-0.15723127,0.58763397,0.021743925,-0.2651924,-0.24639256,169
